Intake KPI 'MVP' has no implementation in any service or route. | 6 | G6 | invoicetool_s05_make_payments_wire_stripe_payment_processing_using_boi, invoicetool_s08_email_notifications_for_invoice_status, invoicetool_s08_email_notifications_for_invoice_status_wire_mailerlite_email_notifications_usin, wynwood_thoroughbreds_p1, wynwood_thoroughbreds_p1_contentpage
Total active assessments listing is not outlined in the intake requirements, leading to improper inclusion of features not required. | 1 | G2 | ai_workforce_intelligence_downloadable_executive_report
Fields in the Report model may be introducing additional complexity that was not outlined in the intake. | 1 | G2 | ai_workforce_intelligence_downloadable_executive_report
`generateReport` method references a `calculateScores` method in `KPIScoringService` that does not exist. | 1 | G2 | ai_workforce_intelligence
Missing test files for implemented models and services. | 1 | G2 | ai_workforce_intelligence
Implementation of a `KPIScoreCard` component displaying additional KPIs like productivity, efficiency, qualityOfWork, etc., which are not defined in the intake requirements or HLD. | 1 | G2 | ai_workforce_intelligence
Missing test files for production build. | 1 | G2 | ai_workforce_intelligence
package.json present, but missing production dependencies necessary for server-side operations (like express or node-specific utilities). | 1 | G2 | ai_workforce_intelligence
Inclusion of a method `getClientWithRelatedData` that merges client, training program, and KPI data. This aggregation feature is not specified in the intake requirements. | 1 | G2 | ai_workforce_intelligence
The integration for Workday and BambooHR APIs is present, but per the intake requirements, these should be phased in phase 2 and not part of the initial build output. | 1 | G2 | ai_workforce_intelligence
The dependency "csv-parser": "^3.0.0" is present without apparent use in the provided files, which might suggest configuration for a feature not defined in the intake. | 1 | G2 | ai_workforce_intelligence
Incorrect use of saving method in `createAssessment` and other CRUD operations use undefined method `save()`. | 1 | G2 | ai_workforce_intelligence
There are no test files provided for unit testing or integration testing in this build, which is required for production builds. | 1 | G2 | ai_workforce_intelligence
Inclusion of advanced KPIs ("change_management_score", "roi_potential", "risk_assessment", etc.) which were not specified in the intake requirements indicating new business capabilities. | 1 | G2 | ai_workforce_intelligence
The `createAssessment` function is not using the `Assessment` class constructor correctly. | 1 | G2 | ai_workforce_intelligence
`getClientById` is not a method in `ClientService` based on the provided implementation. | 1 | G2 | ai_workforce_intelligence
Advanced KPIs not in intake specification were removed as per Claude's note, but there are elements still present in the logic outside the intake. | 1 | G2 | ai_workforce_intelligence
Missing test file for `ReportService`. | 1 | G2 | ai_workforce_intelligence
Some of the KPI calculation logic does not fully match the intake definitions. | 1 | G2 | ai_workforce_intelligence
Unrequested advanced KPI calculations like AI readiness, Workforce Adaptability, Digital Maturity, etc., are present. | 1 | G2 | ai_workforce_intelligence
The package.json includes dependencies such as `lodash`, which aren't directly necessary per the intake. | 1 | G2 | ai_workforce_intelligence
Configuration files such as `membership-tiers.json` should be in a `proper config` directory. | 1 | G2 | ai_workforce_intelligence
The current test coverage lacks integration tests for some of the combined business logic. | 1 | G2 | ai_workforce_intelligence
`calculateIMV` includes division by zero check but does not account for null or undefined values for `internal_promotions` and `total_roles_filled`. | 1 | G2 | ai_workforce_intelligence
Includes a dependency for `lodash` which is explicitly mentioned as removed in a defect fix (DEFECT-007), indicating potential misalignment with code base. | 1 | G2 | ai_workforce_intelligence
Contains additional readiness metrics under `readiness_metrics`, `impact_metrics`, and `risk_factors` which go beyond the scope defined in the intake. | 1 | G2 | ai_workforce_intelligence
Missing test files, which are required for production builds. | 1 | G2 | ai_workforce_intelligence
Includes multiple subscription tiers with varying features, which could be considered a new user-facing feature not explicitly mentioned in the intake. | 1 | G2 | ai_workforce_intelligence
The ExecutiveDashboard component tries to use KPICalculationService to calculate engagementRate, turnoverRate, and trainingEffectiveness, but these methods are not defined in KPICalculationService in the build output. | 1 | G2 | ai_workforce_intelligence
Missing dependencies for KPI calculations since the ExecutiveDashboard references methods that don't exist in the provided KPICalculationService. | 1 | G2 | ai_workforce_intelligence
The component includes methods for calculating engagement rate, turnover rate, and training effectiveness that are not specified in the intake requirements. | 1 | G2 | ai_workforce_intelligence
The methods `calculateEngagementRate`, `calculateTurnoverRate`, and `calculateTrainingEffectiveness` were added to `KPICalculationService`. | 1 | G2 | ai_workforce_intelligence
Incomplete dependencies for required features | 1 | G2 | ai_workforce_intelligence
`recordKPIData` is not correctly saving data with distinct objects and data structure. | 1 | G2 | ai_workforce_intelligence
No evidence of test coverage for core business logic. | 1 | G2 | ai_workforce_intelligence
Required documentation is missing from the output. | 1 | G2 | invoicetool_s04_view_invoices
`canAccessClient` method logic is incomplete | 1 | G2 | ai_workforce_intelligence
No authorization headers in fetch requests | 1 | G2 | ai_workforce_intelligence
Methods for database interaction are incomplete | 1 | G2 | ai_workforce_intelligence
Placeholder error handling is not in compliance with API standard | 1 | G2 | ai_workforce_intelligence
All API endpoints are raising HTTP 501 errors due to unfinished integration | 1 | G2 | ai_workforce_intelligence
The `createUser` method is throwing an error because the database integration is pending. | 1 | G2 | ai_workforce_intelligence
The function returns a `500` error because the database integration is pending. | 1 | G2 | ai_workforce_intelligence
Functionality for retrieving a user by ID is not implemented, only a placeholder is present. | 1 | G2 | ai_workforce_intelligence
Database service integration is not implemented; placeholders are used instead. | 1 | G2 | ai_workforce_intelligence
Database integration is not implemented; placeholders are present in CRUD operations for Client data. | 1 | G2 | ai_workforce_intelligence
Incorrect handling of HRIS data fetching upon client selection. | 1 | G2 | ai_workforce_intelligence
Login simulation only checks for 'demo@wynwood.com' email. | 1 | G2 | wynwood_thoroughbreds
The 'Breeding Analysis' dashboard card is always set to display: none even if the user is valid for this tier. | 1 | G2 | wynwood_thoroughbreds
Payment processing is simulated rather than integrated with a real payment processor like Stripe, as noted in the intake requirements. | 1 | G2 | wynwood_thoroughbreds
Featured membership tier has a label "POPULAR", not specified in intake requirements. | 1 | G2 | wynwood_thoroughbreds
Invalid users can log in without correct email/password validation. | 1 | G2 | wynwood_thoroughbreds
Missing Shopify store connection display. | 1 | G2 | wynwood_thoroughbreds
Mocked Stripe API simulation deviates from the requirement of actual payment processing. | 1 | G2 | wynwood_thoroughbreds
Incorrect card visibility for tier-based access. | 1 | G2 | wynwood_thoroughbreds
The payment processing feedback does not display on failure. | 1 | G2 | wynwood_thoroughbreds
Alerts indicating upcoming features not part of intake requirements. | 1 | G2 | wynwood_thoroughbreds
The login function uses hardcoded user credentials, which is not secure and does not simulate a real authentication process. | 1 | G2 | wynwood_thoroughbreds
The payment processing function simulates payment success/failure using random outcomes and does not integrate with an actual payment processor. | 1 | G2 | wynwood_thoroughbreds
The inclusion of a breeding analysis feature is more detailed than the intake requirements specified. | 1 | G2 | wynwood_thoroughbreds
Authentication does not hash passwords securely, missing error handling for bcrypt | 1 | G2 | wynwood_thoroughbreds
Founder messaging functionality lacks actual implementation; it's just a console log | 1 | G2 | wynwood_thoroughbreds
`createSubscription` function implementation is incomplete | 1 | G2 | wynwood_thoroughbreds
Mobile-responsive design was not initially included in the requirements | 1 | G2 | wynwood_thoroughbreds
Possible error in `createTransporter` function call; the method should be `nodemailer.createTransport` instead of `nodemailer.createTransporter`. | 1 | G2 | wynwood_thoroughbreds
The addition of member discount code based on membership tier was not outlined in the original intake requirements. | 1 | G2 | wynwood_thoroughbreds
The content of the welcome email includes features (like exclusive breeding reports) that suggest functionalities not clearly outlined in the intake document. | 1 | G2 | wynwood_thoroughbreds
The SQLite database is initialized in-memory, which will not persist data across server restarts. | 1 | G2 | wynwood_thoroughbreds
No mechanism to trigger automated horse performance updates as per frequency specified in intake. | 1 | G2 | wynwood_thoroughbreds
Horse updates and content did not implement live racing data feed integration; this is a simulation with static data. | 1 | G2 | wynwood_thoroughbreds
SQL query potentially allows for SQL injection due to absence of sanitization/parameterization in 'GET /api/horses/:id/updates'. | 1 | G2 | wynwood_thoroughbreds
The "hero touchpoints" described in the intake requirements aren't implemented in a corresponding manifest or detailed in the build output description. | 1 | G2 | wynwood_thoroughbreds
The front-end includes animations, styles, or design elements not specified in the intake requirements, which is outside the defined scope. | 1 | G2 | wynwood_thoroughbreds
`createTransporter` is used instead of `createTransport` | 1 | G2 | wynwood_thoroughbreds
The code continues abruptly at the end, resulting in incomplete functionality and missing logic for Shopify integration. | 1 | G2 | wynwood_thoroughbreds
Execution mode mentions "hero touchpoints disabled," but intake required these touchpoints with a specific cadence. | 1 | G2 | wynwood_thoroughbreds
Use of additional stylings (colors and layout), which were not defined in the intake scope. | 1 | G2 | wynwood_thoroughbreds
The fetch request does not handle potential errors that may arise. | 1 | G2 | invoicetool_s03_view_all_invoices
The file includes standard library modules that should not be listed as external dependencies. | 1 | G2 | ai_workforce_intelligence_narrative_summary_generator
The client creation form does not validate that all required fields are filled before submission. | 1 | G2 | ai_workforce_intelligence_narrative_summary_generator
The frontend files must adhere to the `.jsx` format. | 1 | G2 | adversarial_ai_validator_p1
The `status` field seems to encode additional functionality not outlined in the intake. | 1 | G2 | adversarial_ai_validator_p1
The addition of the `status` field in the `AnalysisRequest` model which was not outlined in the intake specifications. | 1 | G2 | adversarial_ai_validator_p1
The intake did not specify any additional webhook handling beyond the provided payment integration. | 1 | G2 | adversarial_ai_validator_p1
Simulates API call without actual user authentication | 1 | G2 | wynwood_thoroughbreds
Payment processing is simulated and not integrated with a payment processor | 1 | G2 | wynwood_thoroughbreds
File is missing | 1 | G2 | wynwood_thoroughbreds
build_state.json does not indicate COMPLETED_CLOSED | 1 | G2 | wynwood_thoroughbreds
Mobile-responsiveness seems not fully implemented | 1 | G2 | wynwood_thoroughbreds
The responsive design provided in `styles.css` has not been fully verified across different screen sizes, especially for mobile devices. | 1 | G2 | wynwood_thoroughbreds
Missing integration detail specifically about the requirement for racing data integration to be either real-time or batch update as documented in engineering questions. | 1 | G2 | wynwood_thoroughbreds
Missing explicit mention and verification of `artifact_manifest.json` file along with checksums in deliverables. | 1 | G2 | wynwood_thoroughbreds
Implemented a mobile-responsive design, which was not explicitly scoped in the intake document but included in hero questions. It signifies a change request as it was not originally documented as a requirement. | 1 | G2 | wynwood_thoroughbreds
Implementation includes mobile-responsive elements, which was considered a scope change and was removed. | 1 | G2 | wynwood_thoroughbreds
Contains plans for member engagement analytics tracking which implies a feature not specified in the INTIN Database. | 1 | G2 | wynwood_thoroughbreds
The `userSection` style property is cut off, resulting in an incomplete display logic for either the login form or the homepage. | 1 | G2 | wynwood_thoroughbreds
Attempting to send a message on 'Enter' press ignores the shift key, leading to inadvertent message sending. | 1 | G2 | wynwood_thoroughbreds
Mobile responsiveness was included as a feature despite being noted for removal to ensure a desktop-first design. | 1 | G2 | wynwood_thoroughbreds
Health endpoint returns "healthy" status without verifying all dependent services are operational. | 1 | G2 | wynwood_thoroughbreds
Mobile responsiveness was removed as per the governance decision, but this conflicts with the hero's request in pass 6 to include a mobile-responsive design. | 1 | G2 | wynwood_thoroughbreds
Indication of integration with Stripe payment but no actual functional code implementing the payment process. | 1 | G2 | wynwood_thoroughbreds
The Stripe API key is hardcoded as 'sk_test_placeholder' | 1 | G2 | wynwood_thoroughbreds
The artifact_manifest.json was not found, which is required for checksum validation. | 1 | G2 | wynwood_thoroughbreds
The intake requirements indicate that breeding analysis reports should be formatted and delivered, but the implementation uses a generic placeholder function, `generateBreedingAnalysis`. | 1 | G2 | wynwood_thoroughbreds
The `artifact_manifest.json` is not included, although mentioned in the ISSUE ADDRESSING section. | 1 | G2 | wynwood_thoroughbreds
The intake requirements do not mention the inclusion of an analytics dashboard. | 1 | G2 | wynwood_thoroughbreds
`nodemailer.createTransporter` is incorrect; should be `nodemailer.createTransport` | 1 | G2 | wynwood_thoroughbreds
Missing `artifact_manifest.json` with SHA256 checksums | 1 | G2 | wynwood_thoroughbreds
The test vectors provided in the QA HLT document do not account for race data integration, which is a critical aspect of the intake requirements. | 1 | G2 | wynwood_thoroughbreds
The implementation includes a newsletter feature and associated email functionalities that were not specified in the intake requirements. | 1 | G2 | wynwood_thoroughbreds
The `artifact_manifest.json` is missing. | 1 | G2 | wynwood_thoroughbreds
The email transporter setup uses `nodemailer.createTransporter` which is incorrect. | 1 | G2 | wynwood_thoroughbreds
Mobile-responsive design mentioned in hero questions was not part of intake but seems to be implied by statements in the documentation. | 1 | G2 | wynwood_thoroughbreds
The request for a startup idea to be at least 50 characters long is not specified in the intake requirements. | 1 | G2 | adversarial_ai_validator_integrate_anthropic_sdk_for_advocate_rol
The backend package file is missing required dependencies for functionality as outlined in previous design instructions. | 1 | G2 | adversarial_ai_validator_integrate_anthropic_sdk_for_advocate_rol
The usage of a `status` column, which was not in the intake requirements for this project scope. | 1 | G2 | adversarial_ai_validator_integrate_anthropic_sdk_for_advocate_rol
There are no API endpoints specified in the intake for listing analyses. | 1 | G2 | adversarial_ai_validator_integrate_anthropic_sdk_for_advocate_rol
The file includes a utility function that appears to bypass expected boilerplate API calls. | 1 | G2 | adversarial_ai_validator_integrate_anthropic_sdk_for_advocate_rol
This service adds new functionality that was not in the original specifications. | 1 | G2 | adversarial_ai_validator_integrate_anthropic_sdk_for_advocate_rol
Additional input fields imply features not covered in the initial spec. | 1 | G2 | adversarial_ai_validator_integrate_anthropic_sdk_for_advocate_rol
Dependencies need to adhere to the current standards shared in the intake. | 1 | G2 | adversarial_ai_validator_integrate_anthropic_sdk_for_advocate_rol
There is no access to the token being fetched from `user`. | 1 | G2 | adversarial_ai_validator_integrate_anthropic_sdk_for_advocate_rol
No documentation for Stripe integration or configuration for the payment service. | 1 | G2 | adversarial_ai_validator_integrate_anthropic_sdk_for_advocate_rol
Using strings for `cost_usd` and `processing_time_seconds` is incorrect as they should be numeric types. | 1 | G2 | adversarial_ai_validator_integrate_anthropic_sdk_for_advocate_rol
The file includes dependencies that are expected to be customized according to the intake. | 1 | G2 | adversarial_ai_validator_integrate_anthropic_sdk_for_advocate_rol
The extraction of strengths as part of the synthesis which was not outlined in the intake specifications. | 1 | G2 | adversarial_ai_validator_integrate_anthropic_sdk_for_advocate_rol
Usage of payment authorization initiation without adhering fully to the outlined process for user interaction and payment integration. | 1 | G2 | adversarial_ai_validator_integrate_anthropic_sdk_for_advocate_rol
The addition of the `status` field is not mentioned in the intake specifications. | 1 | G2 | adversarial_ai_validator_integrate_anthropic_sdk_for_advocate_rol
This functionality introduces new capabilities that were not specified in the project scope. | 1 | G2 | adversarial_ai_validator_integrate_anthropic_sdk_for_advocate_rol
The invocation of the adversary service suggests additional output manipulations beyond the intake specifications. | 1 | G2 | adversarial_ai_validator_integrate_anthropic_sdk_for_advocate_rol
Any methods that imply new user-facing outputs or logic not included in the specs. | 1 | G2 | adversarial_ai_validator_integrate_anthropic_sdk_for_advocate_rol
The hardcoded amount for payment is defined in a way not consistent with potential fee structures that could change. | 1 | G2 | adversarial_ai_validator_integrate_anthropic_sdk_for_advocate_rol
